sample	contig	qlen	HumGut_name	ref	sstart	send	host_genus	host_species
B4_12_months	k141_76825	14443	HumGut_11542	kraken:taxid|3011542|HumGut_11542_1	2830241	2816788	Phocaeicola	Phocaeicola plebeius
B4_12_months	k141_76825	14443	HumGut_1352	kraken:taxid|3001352|HumGut_1352_1	922541	936803	Bacteroides	Bacteroides xylanisolvens
B4_12_months	k141_76825	14443	HumGut_14826	kraken:taxid|3014826|HumGut_14826_1	4885878	4872424	Bacteroides	Bacteroides timonensis
B4_12_months	k141_76825	14443	HumGut_2	kraken:taxid|3000002|HumGut_2_1	1833104	1819638	Phocaeicola	Phocaeicola vulgatus
B4_12_months	k141_76825	14443	HumGut_2256	kraken:taxid|3002256|HumGut_2256_1	3263186	3249026	Bacteroides	Bacteroides rodentium
B4_12_months	k141_76825	14443	HumGut_8487	kraken:taxid|3008487|HumGut_8487_1	1873041	1859574	Phocaeicola	Phocaeicola plebeius
B4_12_months	k141_76825	14443	HumGut_9617	kraken:taxid|3009617|HumGut_9617_1	2651968	2637526	Bacteroides	Bacteroides sp. CAG:770
B4_12_months	k141_78324_1_checkv_44876-108092/158025	63217	HumGut_11546	kraken:taxid|3011546|HumGut_11546_1	1447354	1386713	Faecalicatena	Faecalicatena contorta
B4_12_months	k141_793	12566	HumGut_20705	kraken:taxid|3020705|HumGut_20705_1	2148679	2136114	Enterococcus	Enterococcus casseliflavus
B4_12_months	k141_793	12566	HumGut_21580	kraken:taxid|3021580|HumGut_21580_1	2039067	2027722	Enterococcus	Enterococcus sp. CR-Ec1
B4_12_months	k141_793	12566	HumGut_22635	kraken:taxid|3022635|HumGut_22635_1	2726233	2737581	Enterococcus	Enterococcus sp. CR-Ec1
B4_12_months	k141_793	12566	HumGut_23235	kraken:taxid|3023235|HumGut_23235_1	1521273	1509925	Enterococcus	Enterococcus sp. CR-Ec1
B4_12_months	k141_793	12566	HumGut_23397	kraken:taxid|3023397|HumGut_23397_1	1094967	1083620	Enterococcus	Enterococcus casseliflavus
B4_12_months	k141_793	12566	HumGut_23712	kraken:taxid|3023712|HumGut_23712_1	1059244	1070589	Enterococcus	Enterococcus casseliflavus
B4_12_months	k141_793	12566	HumGut_28600	kraken:taxid|3028600|HumGut_28600_1	567916	579223	Enterococcus	Enterococcus casseliflavus
B4_12_months	k141_793	12566	HumGut_29700	kraken:taxid|3029700|HumGut_29700_1	1803796	1815142	Enterococcus	Enterococcus sp. CR-Ec1
B4_12_months	k141_8346	23668	HumGut_29555	kraken:taxid|3029555|HumGut_29555_1	1497676	1521222	Trueperella	Trueperella pyogenes
B4_12_months	k141_8346	23668	HumGut_29605	kraken:taxid|3029605|HumGut_29605_1	1786970	1810531	Actinomyces	Actinomyces sp. ph3
B4_12_months	k141_8346	23668	HumGut_29607	kraken:taxid|3029607|HumGut_29607_1	400410	423971	Actinomyces	Actinomyces sp. ph3
B4_12_months	k141_8625_phage479_158_21112_19_0.75	20955	HumGut_5988	kraken:taxid|3005988|HumGut_5988_1	748333	768922	Streptococcus	Streptococcus sp. CCH5-D3
B5_12_months	k141_11364	46656	HumGut_27637	kraken:taxid|3027637|HumGut_27637_1	587269	633895	Actinomyces	uncultured Actinomyces sp.
B5_12_months	k141_11364	46656	HumGut_30146	kraken:taxid|3030146|HumGut_30146_1	1656873	1703437	Actinomyces	uncultured Actinomyces sp.
B5_12_months	k141_1231	47955	HumGut_27637	kraken:taxid|3027637|HumGut_27637_1	587285	539399	Actinomyces	uncultured Actinomyces sp.
B5_12_months	k141_14403_phage141_380743_396663_17_0.61	15921	HumGut_1570	kraken:taxid|3001570|HumGut_1570_1	2826210	2810290	Bacteroides	Bacteroides fragilis
B5_12_months	k141_15212_phage286_146405_164757_13_0.69	18353	HumGut_594	kraken:taxid|3000594|HumGut_594_1	4651968	4633616	Bacteroides	Bacteroides ovatus
B5_12_months	k141_17816_phage819_60887_73880_14_0.57	12994	HumGut_12983	kraken:taxid|3012983|HumGut_12983_1	2034529	2022205	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B5_12_months	k141_19375_phage207_238343_251405_16_0.54	13063	HumGut_12633	kraken:taxid|3012633|HumGut_12633_1	1346761	1359850	Veillonella	Veillonella parvula
B5_12_months	k141_19375_phage207_238343_251405_16_0.54	13063	HumGut_12934	kraken:taxid|3012934|HumGut_12934_1	436175	423134	Veillonella	Veillonella parvula
B5_12_months	k141_19375_phage207_238343_251405_16_0.54	13063	HumGut_13138	kraken:taxid|3013138|HumGut_13138_1	1606941	1593887	Veillonella	Veillonella parvula
B5_12_months	k141_20876	12687	HumGut_27637	kraken:taxid|3027637|HumGut_27637_1	1030188	1042839	Actinomyces	uncultured Actinomyces sp.
B5_12_months	k141_20876	12687	HumGut_28661	kraken:taxid|3028661|HumGut_28661_1	5737	18319	Actinomyces	Actinomyces sp. ph3
B5_12_months	k141_20876	12687	HumGut_29555	kraken:taxid|3029555|HumGut_29555_1	1444602	1431915	Trueperella	Trueperella pyogenes
B5_12_months	k141_20876	12687	HumGut_29605	kraken:taxid|3029605|HumGut_29605_1	583658	596272	Actinomyces	Actinomyces sp. ph3
B5_12_months	k141_20876	12687	HumGut_29607	kraken:taxid|3029607|HumGut_29607_1	1506108	1493474	Actinomyces	Actinomyces sp. ph3
B5_12_months	k141_20876	12687	HumGut_29654	kraken:taxid|3029654|HumGut_29654_1	808089	795459	Actinomyces	Actinomyces sp. ph3
B5_12_months	k141_21008_phage476_162_21112_20_0.59	20951	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	1856371	1877320	Clostridium	Clostridium neonatale
B5_12_months	k141_21504	29905	HumGut_1273	kraken:taxid|3001273|HumGut_1273_1	1096802	1126478	Roseburia	uncultured Roseburia sp.
B5_12_months	k141_21504	29905	HumGut_2010	kraken:taxid|3002010|HumGut_2010_1	160687	131086	Roseburia	uncultured Roseburia sp.
B5_12_months	k141_21504	29905	HumGut_2303	kraken:taxid|3002303|HumGut_2303_1	1068918	1040859	Roseburia	Roseburia inulinivorans
B5_12_months	k141_21504	29905	HumGut_235	kraken:taxid|3000235|HumGut_235_1	4024950	4053016	Roseburia	Roseburia inulinivorans
B5_12_months	k141_21504	29905	HumGut_2644	kraken:taxid|3002644|HumGut_2644_1	231780	261390	Roseburia	uncultured Roseburia sp.
B5_12_months	k141_21504	29905	HumGut_3730	kraken:taxid|3003730|HumGut_3730_1	1130316	1158373	Roseburia	Roseburia inulinivorans
B5_12_months	k141_21504	29905	HumGut_601	kraken:taxid|3000601|HumGut_601_1	2958215	2986069	Roseburia	Roseburia inulinivorans
B5_12_months	k141_21504	29905	HumGut_669	kraken:taxid|3000669|HumGut_669_1	1537248	1566851	Roseburia	uncultured Roseburia sp.
B5_12_months	k141_21504	29905	HumGut_867	kraken:taxid|3000867|HumGut_867_1	3777721	3807361	Roseburia	Roseburia inulinivorans
B5_12_months	k141_21751	16981	HumGut_6655	kraken:taxid|3006655|HumGut_6655_1	1276845	1261600	Enterocloster	Enterocloster bolteae
B5_12_months	k141_24391_1_checkv_6986-21538/21538	14553	HumGut_21426	kraken:taxid|3021426|HumGut_21426_1	228896	243249	Haemophilus	Haemophilus parainfluenzae
B5_12_months	k141_25917_phage581_11742_28735_16_0.73	16994	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	446404	429414	Clostridium	Clostridium neonatale
B5_12_months	k141_28338_phage119_15407_31280_16_0.67	15874	HumGut_669	kraken:taxid|3000669|HumGut_669_1	2541356	2557229	Roseburia	uncultured Roseburia sp.
B5_12_months	k141_2980	11245	HumGut_18250	kraken:taxid|3018250|HumGut_18250_1	377364	388596	Rothia	Rothia mucilaginosa
B5_12_months	k141_2980	11245	HumGut_18514	kraken:taxid|3018514|HumGut_18514_1	386415	397658	Rothia	Rothia mucilaginosa
B5_12_months	k141_2980	11245	HumGut_18925	kraken:taxid|3018925|HumGut_18925_1	6931	18177	Rothia	Rothia mucilaginosa
B5_12_months	k141_2980	11245	HumGut_18939	kraken:taxid|3018939|HumGut_18939_1	560341	571484	Rothia	Rothia mucilaginosa
B5_12_months	k141_2980	11245	HumGut_25793	kraken:taxid|3025793|HumGut_25793_1	288057	299290	Rothia	Rothia mucilaginosa
B5_12_months	k141_37993	19627	HumGut_14743	kraken:taxid|3014743|HumGut_14743_1	370696	389008	Veillonella	Veillonella atypica
B5_12_months	k141_37993	19627	HumGut_15217	kraken:taxid|3015217|HumGut_15217_1	362786	382412	Veillonella	Veillonella atypica
B5_12_months	k141_37993	19627	HumGut_15860	kraken:taxid|3015860|HumGut_15860_1	1056778	1076408	Veillonella	Veillonella atypica
B5_12_months	k141_37993	19627	HumGut_15884	kraken:taxid|3015884|HumGut_15884_1	834987	854607	Veillonella	Veillonella atypica
B5_12_months	k141_37993	19627	HumGut_16646	kraken:taxid|3016646|HumGut_16646_1	434661	415033	Veillonella	Veillonella atypica
B5_12_months	k141_37993	19627	HumGut_20445	kraken:taxid|3020445|HumGut_20445_1	263606	283231	Veillonella	Veillonella atypica
B5_12_months	k141_37993	19627	HumGut_25616	kraken:taxid|3025616|HumGut_25616_1	1688670	1669053	Veillonella	Veillonella atypica
B5_12_months	k141_37993	19627	HumGut_28343	kraken:taxid|3028343|HumGut_28343_1	376651	358171	Veillonella	Veillonella atypica
B5_12_months	k141_3921	20174	HumGut_14326	kraken:taxid|3014326|HumGut_14326_1	1312535	1332637	Klebsiella	Klebsiella quasipneumoniae
B5_12_months	k141_3921	20174	HumGut_15006	kraken:taxid|3015006|HumGut_15006_1	2553284	2533185	Klebsiella	Klebsiella quasipneumoniae
B5_12_months	k141_3921	20174	HumGut_17992	kraken:taxid|3017992|HumGut_17992_1	2563532	2583631	Klebsiella	Klebsiella quasipneumoniae
B5_12_months	k141_3921	20174	HumGut_19276	kraken:taxid|3019276|HumGut_19276_1	4346683	4366778	Klebsiella	Klebsiella pneumoniae
B5_12_months	k141_3921	20174	HumGut_20029	kraken:taxid|3020029|HumGut_20029_1	2532917	2512808	Klebsiella	Klebsiella variicola
B5_12_months	k141_392_phage30_12421_34920_22_0.75	22500	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	480821	458321	Clostridium	Clostridium neonatale
B5_12_months	k141_39873	17816	HumGut_10509	kraken:taxid|3010509|HumGut_10509_1	383694	365879	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B5_12_months	k141_4018_phage695_1_24745_30_0.84	24745	HumGut_28544	kraken:taxid|3028544|HumGut_28544_1	493011	517726	Clostridium	Clostridium sartagoforme
B5_12_months	k141_40656_phage843_191_10948_12_0.73	10758	HumGut_15162	kraken:taxid|3015162|HumGut_15162_1	352823	342083	Enterococcus	Enterococcus durans
B5_12_months	k141_43893_phage457_257_43344_42_0.71	43088	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	110728	153815	Clostridium	Clostridium neonatale
B5_12_months	k141_43893_phage458_45588_59558_12_0.67	13971	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	156059	170029	Clostridium	Clostridium neonatale
B5_12_months	k141_47318	10210	HumGut_11644	kraken:taxid|3011644|HumGut_11644_1	153683	163272	Escherichia	Escherichia coli
B5_12_months	k141_49727_1_checkv_1-23764/31641	23764	HumGut_29550	kraken:taxid|3029550|HumGut_29550_1	1825728	1849490	Morganella	Morganella morganii
B5_12_months	k141_50287_phage884_333_12567_15_0.79	12235	HumGut_10509	kraken:taxid|3010509|HumGut_10509_1	1353275	1341041	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B5_12_months	k141_52329_1_checkv_179101-208366/236853	29266	HumGut_29616	kraken:taxid|3029616|HumGut_29616_1	257653	286928	Atopobium	Atopobium minutum
B5_12_months	k141_53369_phage469_36768_54272_12_0.69	17505	HumGut_10964	kraken:taxid|3010964|HumGut_10964_1	1104923	1088285	Phocaeicola	Phocaeicola plebeius
B5_12_months	k141_53369_phage469_36768_54272_12_0.69	17505	HumGut_11024	kraken:taxid|3011024|HumGut_11024_1	2172915	2189547	Culturomica	Culturomica massiliensis
B5_12_months	k141_53369_phage469_36768_54272_12_0.69	17505	HumGut_11423	kraken:taxid|3011423|HumGut_11423_1	231638	248273	Butyricimonas	Butyricimonas faecalis
B5_12_months	k141_53369_phage469_36768_54272_12_0.69	17505	HumGut_7576	kraken:taxid|3007576|HumGut_7576_1	748369	731737	Bacteroides	Bacteroides sp. HF-5300
B5_12_months	k141_53369_phage469_36768_54272_12_0.69	17505	HumGut_8533	kraken:taxid|3008533|HumGut_8533_1	1968650	1986167	Alistipes	Alistipes sp. cv1
B5_12_months	k141_54622_phage703_3_44510_45_0.7	44508	HumGut_5468	kraken:taxid|3005468|HumGut_5468_1	3402936	3359301	Prevotella	Prevotella copri
B5_12_months	k141_57625_1_checkv_13889-24281/24281	10393	HumGut_3210	kraken:taxid|3003210|HumGut_3210_1	594537	604941	Bacteroides	Bacteroides thetaiotaomicron
B5_12_months	k141_60789	19995	HumGut_15162	kraken:taxid|3015162|HumGut_15162_1	2240148	2259733	Enterococcus	Enterococcus durans
B5_12_months	k141_64620_phage47_104628_125711_21_0.71	21084	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	1302305	1281916	Clostridium	Clostridium neonatale
B5_12_months	k141_65406_phage196_1_12513_13_0.63	12513	HumGut_27592	kraken:taxid|3027592|HumGut_27592_1	95637	83128	Clostridium	Clostridium neonatale
B5_12_months	k141_66453_phage432_65913_81819_19_0.59	15907	HumGut_6304	kraken:taxid|3006304|HumGut_6304_1	1228742	1212837	Enterocloster	Enterocloster bolteae
B5_12_months	k141_66453_phage432_65913_81819_19_0.59	15907	HumGut_6655	kraken:taxid|3006655|HumGut_6655_1	5028852	5012946	Enterocloster	Enterocloster bolteae
B5_12_months	k141_67500_phage582_28173_38818_13_0.73	10646	HumGut_3691	kraken:taxid|3003691|HumGut_3691_1	240704	230626	Mediterraneibacter	[Ruminococcus] gnavus
B5_12_months	k141_69915_phage220_386718_404440_17_0.59	17723	HumGut_4528	kraken:taxid|3004528|HumGut_4528_1	1907989	1924451	Prevotella	uncultured Prevotella sp.
B5_12_months	k141_71186	15044	HumGut_21037	kraken:taxid|3021037|HumGut_21037_1	359716	344827	Haemophilus	Haemophilus sp. HMSC068C11
B5_12_months	k141_71186	15044	HumGut_22684	kraken:taxid|3022684|HumGut_22684_1	54557	69343	Haemophilus	Haemophilus parainfluenzae
B5_12_months	k141_71670	11036	HumGut_16358	kraken:taxid|3016358|HumGut_16358_1	12890	2324	Klebsiella	Klebsiella michiganensis
B5_12_months	k141_71670	11036	HumGut_16542	kraken:taxid|3016542|HumGut_16542_1	4442640	4431881	Klebsiella	Klebsiella grimontii
B5_12_months	k141_71670	11036	HumGut_16596	kraken:taxid|3016596|HumGut_16596_1	79737	90772	Klebsiella	Klebsiella oxytoca
B5_12_months	k141_73479	11849	HumGut_30407	kraken:taxid|3030407|HumGut_30407_1	3746278	3757870	Acinetobacter	Acinetobacter pittii
B5_12_months	k141_75307	18462	HumGut_16542	kraken:taxid|3016542|HumGut_16542_1	4074128	4092580	Klebsiella	Klebsiella grimontii
B5_12_months	k141_75307	18462	HumGut_16596	kraken:taxid|3016596|HumGut_16596_1	1106891	1088430	Klebsiella	Klebsiella oxytoca
B5_12_months	k141_75307	18462	HumGut_23009	kraken:taxid|3023009|HumGut_23009_1	4508400	4490396	Klebsiella	Klebsiella michiganensis
B5_12_months	k141_75307	18462	HumGut_23606	kraken:taxid|3023606|HumGut_23606_1	555021	536570	Klebsiella	Klebsiella grimontii
B5_12_months	k141_78410_1_checkv_16674-27963/51829	11290	HumGut_30229	kraken:taxid|3030229|HumGut_30229_1	228232	217846	Lacticaseibacillus	Lacticaseibacillus rhamnosus
B5_12_months	k141_78534_1_checkv_17351-30488/41091	13138	HumGut_20563	kraken:taxid|3020563|HumGut_20563_1	2430470	2417309	Clostridium	Clostridium jeddahense
B5_12_months	k141_81082_phage548_15249_60619_35_0.6	45371	HumGut_14259	kraken:taxid|3014259|HumGut_14259_1	1	41432	Roseburia	Roseburia sp. CAG:303
B5_12_months	k141_91003_phage715_338_13306_12_0.62	12969	HumGut_11072	kraken:taxid|3011072|HumGut_11072_1	1556810	1544156	Streptococcus	Streptococcus lutetiensis
B5_6_months	k141_10047	16981	HumGut_6655	kraken:taxid|3006655|HumGut_6655_1	1276845	1261600	Enterocloster	Enterocloster bolteae
B5_6_months	k141_12912	11017	HumGut_28725	kraken:taxid|3028725|HumGut_28725_1	702365	713384	Solobacterium	Solobacterium sp. UBA3691
B5_6_months	k141_1350	27197	HumGut_29769	kraken:taxid|3029769|HumGut_29769_1	231295	258427	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30158	kraken:taxid|3030158|HumGut_30158_1	3668910	3641873	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30179	kraken:taxid|3030179|HumGut_30179_1	1928301	1955402	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30199	kraken:taxid|3030199|HumGut_30199_1	3839053	3811851	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30331	kraken:taxid|3030331|HumGut_30331_1	928423	955615	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30433	kraken:taxid|3030433|HumGut_30433_1	269604	242424	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30483	kraken:taxid|3030483|HumGut_30483_1	3604933	3577881	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30516	kraken:taxid|3030516|HumGut_30516_1	4205614	4178423	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30526	kraken:taxid|3030526|HumGut_30526_1	861084	888275	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30603	kraken:taxid|3030603|HumGut_30603_1	1673263	1646139	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30621	kraken:taxid|3030621|HumGut_30621_1	1322941	1295812	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_1350	27197	HumGut_30622	kraken:taxid|3030622|HumGut_30622_1	3855345	3828278	Acinetobacter	Acinetobacter pittii
B5_6_months	k141_14396	13535	HumGut_14001	kraken:taxid|3014001|HumGut_14001_1	1001527	989235	Streptococcus	Streptococcus peroris
B5_6_months	k141_14396	13535	HumGut_14268	kraken:taxid|3014268|HumGut_14268_1	848722	835186	Streptococcus	Streptococcus peroris
B5_6_months	k141_14396	13535	HumGut_26945	kraken:taxid|3026945|HumGut_26945_1	365924	379461	Streptococcus	Streptococcus peroris
B5_6_months	k141_14833_phage240_126670_222294_90_0.69	95625	HumGut_16562	kraken:taxid|3016562|HumGut_16562_1	3223389	3319001	Clostridium	Clostridium paraputrificum
B5_6_months	k141_16337_phage173_5280_29665_23_0.66	24386	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	2586924	2562535	Clostridium	Clostridium perfringens
B5_6_months	k141_16337_phage173_5280_29665_23_0.66	24386	HumGut_21434	kraken:taxid|3021434|HumGut_21434_1	495866	520235	Clostridium	Clostridium perfringens
B5_6_months	k141_16337_phage173_5280_29665_23_0.66	24386	HumGut_27547	kraken:taxid|3027547|HumGut_27547_1	3333374	3309002	Clostridium	Clostridium perfringens
B5_6_months	k141_16337_phage173_5280_29665_23_0.66	24386	HumGut_28317	kraken:taxid|3028317|HumGut_28317_1	2634724	2659110	Clostridium	Clostridium perfringens
B5_6_months	k141_17706	12953	HumGut_12690	kraken:taxid|3012690|HumGut_12690_1	1843343	1830978	Streptococcus	uncultured Streptococcus sp.
B5_6_months	k141_17706	12953	HumGut_12691	kraken:taxid|3012691|HumGut_12691_1	684745	672315	Streptococcus	uncultured Streptococcus sp.
B5_6_months	k141_2530_phage63_47373_57857_14_0.57	10485	HumGut_12633	kraken:taxid|3012633|HumGut_12633_1	1362387	1351904	Veillonella	Veillonella parvula
B5_6_months	k141_2530_phage63_47373_57857_14_0.57	10485	HumGut_12934	kraken:taxid|3012934|HumGut_12934_1	420597	431086	Veillonella	Veillonella parvula
B5_6_months	k141_2530_phage63_47373_57857_14_0.57	10485	HumGut_13138	kraken:taxid|3013138|HumGut_13138_1	1591350	1601833	Veillonella	Veillonella parvula
B5_6_months	k141_27066	15432	HumGut_15291	kraken:taxid|3015291|HumGut_15291_1	1853329	1837881	Streptococcus	Streptococcus mitis
B5_6_months	k141_27363	10841	HumGut_10635	kraken:taxid|3010635|HumGut_10635_1	582210	571393	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_12253	kraken:taxid|3012253|HumGut_12253_1	917281	906466	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_13314	kraken:taxid|3013314|HumGut_13314_1	339337	350152	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_13535	kraken:taxid|3013535|HumGut_13535_1	1116469	1127285	Veillonella	Veillonella infantium
B5_6_months	k141_27363	10841	HumGut_13618	kraken:taxid|3013618|HumGut_13618_1	827921	817103	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_13620	kraken:taxid|3013620|HumGut_13620_1	1347299	1358150	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_13633	kraken:taxid|3013633|HumGut_13633_1	96777	85963	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_13729	kraken:taxid|3013729|HumGut_13729_1	547167	557982	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_13898	kraken:taxid|3013898|HumGut_13898_1	129389	118574	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_14209	kraken:taxid|3014209|HumGut_14209_1	1482261	1493115	Veillonella	Veillonella infantium
B5_6_months	k141_27363	10841	HumGut_21525	kraken:taxid|3021525|HumGut_21525_1	1082133	1092986	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_21657	kraken:taxid|3021657|HumGut_21657_1	288373	299188	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_21823	kraken:taxid|3021823|HumGut_21823_1	687041	697856	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_22038	kraken:taxid|3022038|HumGut_22038_1	115258	125583	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_22090	kraken:taxid|3022090|HumGut_22090_1	283188	293840	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_22795	kraken:taxid|3022795|HumGut_22795_1	691960	681145	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_22837	kraken:taxid|3022837|HumGut_22837_1	656268	666495	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_23214	kraken:taxid|3023214|HumGut_23214_1	632706	621889	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_23234	kraken:taxid|3023234|HumGut_23234_1	24381	13566	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_23261	kraken:taxid|3023261|HumGut_23261_1	1552844	1563660	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_23659	kraken:taxid|3023659|HumGut_23659_1	395147	405962	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_23852	kraken:taxid|3023852|HumGut_23852_1	1183570	1193599	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_23957	kraken:taxid|3023957|HumGut_23957_1	1324652	1335467	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_24114	kraken:taxid|3024114|HumGut_24114_1	24381	13564	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_24256	kraken:taxid|3024256|HumGut_24256_1	857233	846476	Veillonella	uncultured Veillonella sp.
B5_6_months	k141_27363	10841	HumGut_24321	kraken:taxid|3024321|HumGut_24321_1	65962	55145	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_24631	kraken:taxid|3024631|HumGut_24631_1	1166442	1155784	Veillonella	uncultured Veillonella sp.
B5_6_months	k141_27363	10841	HumGut_24659	kraken:taxid|3024659|HumGut_24659_1	212242	222431	Veillonella	Veillonella dispar
B5_6_months	k141_27363	10841	HumGut_25267	kraken:taxid|3025267|HumGut_25267_1	461619	450764	Veillonella	Veillonella infantium
B5_6_months	k141_2736_phage114_27823_94450_69_0.75	66628	HumGut_16562	kraken:taxid|3016562|HumGut_16562_1	423604	490174	Clostridium	Clostridium paraputrificum
B5_6_months	k141_27452_phage180_262_36522_39_0.8	36261	HumGut_16562	kraken:taxid|3016562|HumGut_16562_1	1792340	1828601	Clostridium	Clostridium paraputrificum
B5_6_months	k141_27452_phage180_262_36522_39_0.8	36261	HumGut_23457	kraken:taxid|3023457|HumGut_23457_1	517617	481352	Clostridium	Clostridium paraputrificum
B5_6_months	k141_27452_phage180_262_36522_39_0.8	36261	HumGut_28601	kraken:taxid|3028601|HumGut_28601_1	1624829	1661064	Clostridium	Clostridium paraputrificum
B5_6_months	k141_30510	25389	HumGut_15197	kraken:taxid|3015197|HumGut_15197_1	1675454	1650127	Enterobacter	Enterobacter cloacae complex sp. ECNIH7
B5_6_months	k141_30510	25389	HumGut_16424	kraken:taxid|3016424|HumGut_16424_1	1728586	1752468	Enterobacter	Enterobacter asburiae
B5_6_months	k141_30510	25389	HumGut_16974	kraken:taxid|3016974|HumGut_16974_1	2297157	2271776	Enterobacter	Enterobacter asburiae
B5_6_months	k141_30510	25389	HumGut_17869	kraken:taxid|3017869|HumGut_17869_1	2761513	2786892	Enterobacter	Enterobacter chengduensis
B5_6_months	k141_30510	25389	HumGut_18008	kraken:taxid|3018008|HumGut_18008_1	2626676	2650461	Enterobacter	Enterobacter chengduensis
B5_6_months	k141_30510	25389	HumGut_18199	kraken:taxid|3018199|HumGut_18199_1	4530731	4505358	Enterobacter	Enterobacter sp. MGH 24
B5_6_months	k141_30510	25389	HumGut_20272	kraken:taxid|3020272|HumGut_20272_1	1804097	1780225	Enterobacter	Enterobacter asburiae
B5_6_months	k141_3467	10354	HumGut_11240	kraken:taxid|3011240|HumGut_11240_1	2021326	2031550	Streptococcus	Streptococcus parasanguinis
B5_6_months	k141_3467	10354	HumGut_12691	kraken:taxid|3012691|HumGut_12691_1	304375	294154	Streptococcus	uncultured Streptococcus sp.
B5_6_months	k141_3467	10354	HumGut_19237	kraken:taxid|3019237|HumGut_19237_1	872549	882771	Streptococcus	Streptococcus oralis
B5_6_months	k141_3499_phage257_567_34022_34_0.75	33456	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	179679	213142	Clostridium	Clostridium perfringens
B5_6_months	k141_3499_phage257_567_34022_34_0.75	33456	HumGut_21434	kraken:taxid|3021434|HumGut_21434_1	435875	469336	Clostridium	Clostridium perfringens
B5_6_months	k141_3499_phage257_567_34022_34_0.75	33456	HumGut_28317	kraken:taxid|3028317|HumGut_28317_1	660520	627066	Clostridium	Clostridium perfringens
B5_6_months	k141_3499_phage257_567_34022_34_0.75	33456	HumGut_28413	kraken:taxid|3028413|HumGut_28413_1	2723921	2757377	Clostridium	Clostridium perfringens
B5_6_months	k141_36665_phage299_3_35581_33_0.74	35579	HumGut_16562	kraken:taxid|3016562|HumGut_16562_1	2743709	2778832	Clostridium	Clostridium paraputrificum
B5_6_months	k141_3771_phage323_43982_77113_32_0.76	33132	HumGut_16562	kraken:taxid|3016562|HumGut_16562_1	983363	950232	Clostridium	Clostridium paraputrificum
B5_6_months	k141_38087_phage168_14346_70741_57_0.73	56396	HumGut_17898	kraken:taxid|3017898|HumGut_17898_1	68580	15269	Clostridium	Clostridium perfringens
