sample	contig	qlen	ref	sstart	send	host_genus	host_species
B12_12_months	k141_11936_phage345_106850_121134_19_0.72	14285	B12_12_months__3005404_Clostridium_sp._AT4__k141_11936	106851	121135	Clostridium	Clostridium sp. AT4
B12_12_months	k141_12008	11104	B35_1_month__562_Escherichia_coli__k141_8090	5685	16764	Escherichia	Escherichia coli
B12_12_months	k141_12186_1_checkv_40191-62083/62083	21893	B12_12_months__360807_Roseburia_inulinivorans__k141_12186	40191	62083	Roseburia	Roseburia inulinivorans
B12_12_months	k141_12571_phage419_1_22835_24_0.71	22835	B12_12_months__208479_Enterocloster_bolteae__k141_12571	2	22836	Enterocloster	Enterocloster bolteae
B12_12_months	k141_14408_phage94_66169_87117_24_0.74	20949	B12_12_months__649756_Anaerostipes_hadrus__k141_14408	66170	87118	Anaerostipes	Anaerostipes hadrus
B12_12_months	k141_14856_1_checkv_24045-59240/99131	35196	B12_12_months__84112_Eggerthella_lenta__k141_14856	24045	59240	Eggerthella	Eggerthella lenta
B12_12_months	k141_1516	13450	B12_12_months__1499973_Escherichia_marmotae__k141_1516	1	13450	Escherichia	Escherichia marmotae
B12_12_months	k141_16086_phage319_13024_23062_10_0.51	10039	B12_12_months__1308_Streptococcus_thermophilus__k141_16086	13025	23063	Streptococcus	Streptococcus thermophilus
B12_12_months	k141_16086_phage319_13024_23062_10_0.51	10039	B11_12_months__1308_Streptococcus_thermophilus__k141_8438	13025	23063	Streptococcus	Streptococcus thermophilus
B12_12_months	k141_16086_phage319_13024_23062_10_0.51	10039	B5_12_months__1308_Streptococcus_thermophilus__k141_60104	16777	26814	Streptococcus	Streptococcus thermophilus
B12_12_months	k141_16086_phage319_13024_23062_10_0.51	10039	B27_12_months__1308_Streptococcus_thermophilus__k141_83880	56331	46753	Streptococcus	Streptococcus thermophilus
B12_12_months	k141_16086_phage319_13024_23062_10_0.51	10039	B32_12_months__1308_Streptococcus_thermophilus__k141_46824	1	9301	Streptococcus	Streptococcus thermophilus
B12_12_months	k141_16086_phage319_13024_23062_10_0.51	10039	B3_12_months__1308_Streptococcus_thermophilus__k141_3751	1	9188	Streptococcus	Streptococcus thermophilus
B12_12_months	k141_16086_phage319_13024_23062_10_0.51	10039	B31_12_months__1308_Streptococcus_thermophilus__k141_67585	1	9061	Streptococcus	Streptococcus thermophilus
B12_12_months	k141_16086_phage319_13024_23062_10_0.51	10039	B2_1_month__1343_Streptococcus_vestibularis__k141_7493	12037	2000	Streptococcus	Streptococcus vestibularis
B12_12_months	k141_16899_1_checkv_271887-315027/429293	43141	B12_12_months__1689_Bifidobacterium_dentium__k141_16899	271887	315027	Bifidobacterium	Bifidobacterium dentium
B12_12_months	k141_17207_1_checkv_1-23394/49960	23394	B28_12_months__1628085_Agathobaculum_butyriciproducens__k141_63037	19119	40422	Agathobaculum	Agathobaculum butyriciproducens
B12_12_months	k141_17207_1_checkv_1-23394/49960	23394	B12_6_months__292800_Flavonifractor_plautii__k141_14000	89629	113022	Flavonifractor	Flavonifractor plautii
B12_12_months	k141_17207_1_checkv_1-23394/49960	23394	B12_12_months__292800_Flavonifractor_plautii__k141_17207	1	23394	Flavonifractor	Flavonifractor plautii
B12_12_months	k141_17207_1_checkv_1-23394/49960	23394	B11_12_months__292800_Flavonifractor_plautii__k141_138825	21291	1	Flavonifractor	Flavonifractor plautii
B12_12_months	k141_18315_phage642_38984_57654_14_0.67	18671	B2_1_month__371601_Bacteroides_xylanisolvens__k141_40483	24070	7263	Bacteroides	Bacteroides xylanisolvens
B12_12_months	k141_18315_phage642_38984_57654_14_0.67	18671	B41_12_months__1262839_Clostridium_sp._CAG:780__k141_31285	206098	189291	Clostridium	Clostridium sp. CAG:780
B12_12_months	k141_18507_phage14_1_12736_27_0.63	12736	B12_12_months__208479_Enterocloster_bolteae__k141_18507	2	12737	Enterocloster	Enterocloster bolteae
B12_12_months	k141_18668_1_checkv_212055-237093/237093	25039	B12_12_months__360807_Roseburia_inulinivorans__k141_18668	212055	237093	Roseburia	Roseburia inulinivorans
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B12_12_months__1547_Erysipelatoclostridium_ramosum__k141_18730	2	11610	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B5_6_months__1547_Erysipelatoclostridium_ramosum__k141_35550	2	11607	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B5_12_months__1547_Erysipelatoclostridium_ramosum__k141_57611	2	11607	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B35_12_months__1547_Erysipelatoclostridium_ramosum__k141_76120	2	11611	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B16_6_months__1547_Erysipelatoclostridium_ramosum__k141_986	123417	111814	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B30_12_months__1547_Erysipelatoclostridium_ramosum__k141_79292	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B19_12_months__1547_Erysipelatoclostridium_ramosum__k141_105400	120065	108457	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_88092	77486	65879	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B14_12_months__1547_Erysipelatoclostridium_ramosum__k141_35985	63136	74744	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B32_12_months__1547_Erysipelatoclostridium_ramosum__k141_50760	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_154776	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B11_12_months__1547_Erysipelatoclostridium_ramosum__k141_47588	89010	77402	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B21_12_months__1547_Erysipelatoclostridium_ramosum__k141_94807	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B18_6_months__1547_Erysipelatoclostridium_ramosum__k141_7524	120702	109095	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B17_6_months__1547_Erysipelatoclostridium_ramosum__k141_8971	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B10_6_months__1547_Erysipelatoclostridium_ramosum__k141_6265	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B28_12_months__1547_Erysipelatoclostridium_ramosum__k141_54623	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B22_12_months__1547_Erysipelatoclostridium_ramosum__k141_101316	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B7_12_months__1547_Erysipelatoclostridium_ramosum__k141_158966	2	11610	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_71207	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B37_6_months__1547_Erysipelatoclostridium_ramosum__k141_30082	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B31_12_months__1547_Erysipelatoclostridium_ramosum__k141_113204	109807	98200	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B29_12_months__1547_Erysipelatoclostridium_ramosum__k141_114775	2	11609	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage49_1_11609_18_0.51	11609	B13_12_months__1547_Erysipelatoclostridium_ramosum__k141_95793	16	11394	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B12_12_months__1547_Erysipelatoclostridium_ramosum__k141_18730	14733	39648	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B21_12_months__1547_Erysipelatoclostridium_ramosum__k141_94807	14732	39648	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B35_12_months__1547_Erysipelatoclostridium_ramosum__k141_76120	14734	39650	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_17371	13557	38479	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B5_6_months__1547_Erysipelatoclostridium_ramosum__k141_35550	14730	39645	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B5_12_months__1547_Erysipelatoclostridium_ramosum__k141_57611	14730	39645	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_88092	62756	37834	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B9_6_months__1547_Erysipelatoclostridium_ramosum__k141_32566	8040	32955	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B28_12_months__1547_Erysipelatoclostridium_ramosum__k141_54623	14732	39648	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B11_12_months__1547_Erysipelatoclostridium_ramosum__k141_47588	74279	49364	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B30_12_months__1547_Erysipelatoclostridium_ramosum__k141_79292	14732	39654	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B17_6_months__1547_Erysipelatoclostridium_ramosum__k141_8971	14732	39648	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B10_6_months__1547_Erysipelatoclostridium_ramosum__k141_6265	14732	39648	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B19_12_months__1547_Erysipelatoclostridium_ramosum__k141_105400	105334	80412	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B8_12_months__1547_Erysipelatoclostridium_ramosum__k141_2341	108697	83775	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B22_12_months__1547_Erysipelatoclostridium_ramosum__k141_101316	14732	39648	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B16_6_months__1547_Erysipelatoclostridium_ramosum__k141_986	108691	83769	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B29_12_months__1547_Erysipelatoclostridium_ramosum__k141_114775	14732	39648	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_154776	14732	39653	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B7_12_months__1547_Erysipelatoclostridium_ramosum__k141_158966	14733	39648	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B33_12_months__1547_Erysipelatoclostridium_ramosum__k141_77846	24105	49027	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B18_6_months__1547_Erysipelatoclostridium_ramosum__k141_7524	105972	81056	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B37_6_months__1547_Erysipelatoclostridium_ramosum__k141_30082	14732	39654	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_71207	14732	39654	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B31_12_months__1547_Erysipelatoclostridium_ramosum__k141_113204	95077	70156	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage50_14732_39647_23_0.56	24916	B32_12_months__1547_Erysipelatoclostridium_ramosum__k141_50760	14732	38006	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B12_12_months__1547_Erysipelatoclostridium_ramosum__k141_18730	80200	91477	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_170266	26012	37289	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B17_6_months__1547_Erysipelatoclostridium_ramosum__k141_8971	80174	91451	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B10_6_months__1547_Erysipelatoclostridium_ramosum__k141_6265	80174	91451	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B21_12_months__1547_Erysipelatoclostridium_ramosum__k141_94807	80177	91454	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B16_6_months__1547_Erysipelatoclostridium_ramosum__k141_986	43241	31964	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_63731	2820	14097	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B22_12_months__1547_Erysipelatoclostridium_ramosum__k141_97173	8397	19674	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B14_12_months__1547_Erysipelatoclostridium_ramosum__k141_7200	23766	12489	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B5_6_months__1547_Erysipelatoclostridium_ramosum__k141_35550	80138	91415	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B5_12_months__1547_Erysipelatoclostridium_ramosum__k141_57611	80138	91415	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_90463	43246	31969	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B9_6_months__1547_Erysipelatoclostridium_ramosum__k141_32566	73465	84742	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B35_12_months__1547_Erysipelatoclostridium_ramosum__k141_76120	80179	91456	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B28_12_months__1547_Erysipelatoclostridium_ramosum__k141_54623	80183	91460	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_71207	80111	91388	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B37_6_months__1547_Erysipelatoclostridium_ramosum__k141_30082	80101	91378	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B33_12_months__1547_Erysipelatoclostridium_ramosum__k141_74152	43245	31968	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B32_12_months__1547_Erysipelatoclostridium_ramosum__k141_73031	42372	53649	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B30_12_months__1547_Erysipelatoclostridium_ramosum__k141_79292	80183	91460	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B19_12_months__1547_Erysipelatoclostridium_ramosum__k141_105400	39901	28624	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B8_12_months__1547_Erysipelatoclostridium_ramosum__k141_2341	43246	31969	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B31_12_months__1547_Erysipelatoclostridium_ramosum__k141_113204	29679	18402	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B29_12_months__1547_Erysipelatoclostridium_ramosum__k141_114775	80145	91408	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage52_80199_91476_11_0.6	11278	B18_6_months__1547_Erysipelatoclostridium_ramosum__k141_7524	43227	31963	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B12_12_months__1547_Erysipelatoclostridium_ramosum__k141_18730	95878	119096	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B11_12_months__1547_Erysipelatoclostridium_ramosum__k141_46296	27562	4344	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_63731	18498	41717	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B35_12_months__1547_Erysipelatoclostridium_ramosum__k141_76120	95857	119076	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B33_12_months__1547_Erysipelatoclostridium_ramosum__k141_74152	27567	4348	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B28_12_months__1547_Erysipelatoclostridium_ramosum__k141_54623	95861	119080	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B26_12_months__1547_Erysipelatoclostridium_ramosum__k141_90463	27568	4349	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B22_12_months__1547_Erysipelatoclostridium_ramosum__k141_97173	24075	47294	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B21_12_months__1547_Erysipelatoclostridium_ramosum__k141_94807	95855	119074	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B7_12_months__1547_Erysipelatoclostridium_ramosum__k141_101346	27614	4395	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B17_6_months__1547_Erysipelatoclostridium_ramosum__k141_8971	95852	119070	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B10_6_months__1547_Erysipelatoclostridium_ramosum__k141_6265	95852	119070	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B30_12_months__1547_Erysipelatoclostridium_ramosum__k141_79292	95861	119082	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B29_12_months__1547_Erysipelatoclostridium_ramosum__k141_114775	95809	119029	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B8_12_months__1547_Erysipelatoclostridium_ramosum__k141_2341	27568	4348	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B32_12_months__1547_Erysipelatoclostridium_ramosum__k141_73031	58050	81269	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B19_12_months__1547_Erysipelatoclostridium_ramosum__k141_105400	24223	1004	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B37_6_months__1547_Erysipelatoclostridium_ramosum__k141_30082	95779	118999	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B16_6_months__1547_Erysipelatoclostridium_ramosum__k141_986	27564	4344	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B3_12_months__1547_Erysipelatoclostridium_ramosum__k141_71207	95789	119009	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18730_phage53_95877_119095_21_0.66	23219	B18_6_months__1547_Erysipelatoclostridium_ramosum__k141_7524	27562	4344	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_18910_phage71_12336_31339_17_0.74	19004	B12_12_months__3011055_Enterocloster_citroniae__k141_18910	12337	31340	Enterocloster	Enterocloster citroniae
B12_12_months	k141_1989_phage270_19654_47844_32_0.56	28191	B12_12_months__292800_Flavonifractor_plautii__k141_1989	19655	47845	Flavonifractor	Flavonifractor plautii
B12_12_months	k141_20149_phage252_38982_51147_13_0.51	12166	B12_12_months__1308_Streptococcus_thermophilus__k141_20149	38983	51148	Streptococcus	Streptococcus thermophilus
B12_12_months	k141_23392	19500	B33_12_months__33038_[Ruminococcus]_gnavus__k141_87126	1	18246	Mediterraneibacter	[Ruminococcus] gnavus
B12_12_months	k141_23866_1_checkv_48178-84167/126340	35990	B12_12_months__29361_Tyzzerella_nexilis__k141_23866	48178	84167	Tyzzerella	Tyzzerella nexilis
B12_12_months	k141_24033_1_checkv_1-27681/38487	27681	B12_12_months__208479_Enterocloster_bolteae__k141_24033	1	27681	Enterocloster	Enterocloster bolteae
B12_12_months	k141_24062_1_checkv_11454-51135/70180	39682	B12_6_months__562_Escherichia_coli__k141_52997	124639	84958	Escherichia	Escherichia coli
B12_12_months	k141_24062_1_checkv_11454-51135/70180	39682	B12_12_months__562_Escherichia_coli__k141_24062	11454	51135	Escherichia	Escherichia coli
B12_12_months	k141_2488_phage342_3_12442_17_0.7	12440	B3_6_months__29361_Tyzzerella_nexilis__k141_28465	29272	16833	Tyzzerella	Tyzzerella nexilis
B12_12_months	k141_25124_phage311_5724_26652_23_0.68	20929	B12_12_months__3011055_Enterocloster_citroniae__k141_25124	5725	26653	Enterocloster	Enterocloster citroniae
B12_12_months	k141_25994_phage460_17732_31201_13_0.58	13470	B23_12_months__1776392_Massilimicrobiota_timonensis__k141_28211	23214	10798	Massilimicrobiota	Massilimicrobiota timonensis
B12_12_months	k141_26114	15150	B12_12_months__208479_Enterocloster_bolteae__k141_26114	1	15150	Enterocloster	Enterocloster bolteae
B12_12_months	k141_26326_1_checkv_1-34436/186134	34436	B12_12_months__853_Faecalibacterium_prausnitzii__k141_26326	1	34436	Faecalibacterium	Faecalibacterium prausnitzii
B12_12_months	k141_27613_phage7_17393_76794_46_0.8	59402	B12_12_months__1547_Erysipelatoclostridium_ramosum__k141_27613	17394	76795	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B12_12_months__1547_Erysipelatoclostridium_ramosum__k141_27613	100975	115711	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B34_12_months__1547_Erysipelatoclostridium_ramosum__k141_77225	20197	5464	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B14_12_months__1547_Erysipelatoclostridium_ramosum__k141_61642	18338	3605	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B8_12_months__1547_Erysipelatoclostridium_ramosum__k141_25475	20196	5464	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B22_12_months__1547_Erysipelatoclostridium_ramosum__k141_93060	61335	76068	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B35_12_months__1547_Erysipelatoclostridium_ramosum__k141_85093	20309	5576	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B25_12_months__1547_Erysipelatoclostridium_ramosum__k141_82013	20375	5642	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B32_12_months__1547_Erysipelatoclostridium_ramosum__k141_81020	26642	11910	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B11_12_months__1547_Erysipelatoclostridium_ramosum__k141_75693	21231	6498	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B13_12_months__1547_Erysipelatoclostridium_ramosum__k141_38996	61744	76480	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B33_12_months__1547_Erysipelatoclostridium_ramosum__k141_20595	20197	5464	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B5_6_months__1547_Erysipelatoclostridium_ramosum__k141_29891	20308	5576	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B12_12_months	k141_27613_phage9_100974_115710_14_0.53	14737	B5_12_months__1547_Erysipelatoclostridium_ramosum__k141_18428	20306	5574	Erysipelatoclostridium	Erysipelatoclostridium ramosum
