sample	contig	qlen	ref	sstart	send	host_genus	host_species
B9_6_months	k141_15776_phage116_38847_55877_19_0.54	17031	B9_6_months__84112_Eggerthella_lenta__k141_15776	38848	55878	Eggerthella	Eggerthella lenta
B9_6_months	k141_15902_phage133_20683_33160_17_0.58	12478	B9_6_months__1351_Enterococcus_faecalis__k141_15902	20684	33161	Enterococcus	Enterococcus faecalis
B9_6_months	k141_16734_phage321_18298_58495_42_0.7	40198	B9_6_months__1547_Erysipelatoclostridium_ramosum__k141_16734	18299	58496	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B9_6_months	k141_16785_phage323_2_15893_29_0.71	15892	B9_6_months__1351_Enterococcus_faecalis__k141_16785	3	15894	Enterococcus	Enterococcus faecalis
B9_6_months	k141_17569_phage8_1_16567_13_0.84	16567	B9_6_months__54005_Peptoniphilus_harei__k141_17569	2	16568	Peptoniphilus	Peptoniphilus harei
B9_6_months	k141_18473_1_checkv_151285-182957/182957	31673	B9_6_months__823_Parabacteroides_distasonis__k141_18473	151285	182957	Parabacteroides	Parabacteroides distasonis
B9_6_months	k141_20076	26715	B9_6_months__249061_uncultured_Actinomyces_sp.__k141_20076	1	26715	Actinomyces	uncultured Actinomyces sp.
B9_6_months	k141_20813_phage138_2_12482_17_0.58	12481	B9_6_months__216816_Bifidobacterium_longum__k141_20813	3	12483	Bifidobacterium	Bifidobacterium longum
B9_6_months	k141_21320_phage254_88778_105383_15_0.61	16606	B9_6_months__84112_Eggerthella_lenta__k141_21320	88779	105384	Eggerthella	Eggerthella lenta
B9_6_months	k141_2134_phage263_36995_56557_46_0.64	19563	B9_6_months__216816_Bifidobacterium_longum__k141_2134	36996	56558	Bifidobacterium	Bifidobacterium longum
B9_6_months	k141_21467_1_checkv_78603-119117/342935	40515	B9_6_months__292800_Flavonifractor_plautii__k141_21467	78603	119117	Flavonifractor	Flavonifractor plautii
B9_6_months	k141_21928_1_checkv_48033-75602/95345	27570	B9_6_months__292800_Flavonifractor_plautii__k141_21928	48033	75602	Flavonifractor	Flavonifractor plautii
B9_6_months	k141_23180	23788	B9_6_months__35833_Bilophila_wadsworthia__k141_23180	1	23788	Bilophila	Bilophila wadsworthia
B9_6_months	k141_23189_phage119_154_21747_19_0.71	21594	B9_6_months__54005_Peptoniphilus_harei__k141_23189	155	21748	Peptoniphilus	Peptoniphilus harei
B9_6_months	k141_24866	10925	B9_6_months__68891_Streptococcus_peroris__k141_24866	1	10925	Streptococcus	Streptococcus peroris
B9_6_months	k141_2661	14892	B9_6_months__823_Parabacteroides_distasonis__k141_2661	1	14892	Parabacteroides	Parabacteroides distasonis
B9_6_months	k141_27011_1_checkv_1-37323/46563	37323	B9_6_months__39777_Veillonella_atypica__k141_27011	1	37323	Veillonella	Veillonella atypica
B9_6_months	k141_27063_1_checkv_15036-30968/71668	15933	B9_6_months__249061_uncultured_Actinomyces_sp.__k141_27063	15036	30968	Actinomyces	uncultured Actinomyces sp.
B9_6_months	k141_27665	47574	B9_6_months__249061_uncultured_Actinomyces_sp.__k141_27665	1	47574	Actinomyces	uncultured Actinomyces sp.
B9_6_months	k141_27868	48050	B9_6_months__84112_Eggerthella_lenta__k141_27868	1	48050	Eggerthella	Eggerthella lenta
B9_6_months	k141_28228	16669	B9_6_months__68891_Streptococcus_peroris__k141_28228	1	16669	Streptococcus	Streptococcus peroris
B9_6_months	k141_29548_1_checkv_25760-61510/61510	35751	B9_6_months__1351_Enterococcus_faecalis__k141_29548	25760	61510	Enterococcus	Enterococcus faecalis
B9_6_months	k141_30044_phage67_2_13203_10_0.7	13202	B9_6_months__1547_Erysipelatoclostridium_ramosum__k141_30044	3	13204	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B9_6_months	k141_30703_phage244_7486_22212_19_0.75	14727	B9_6_months__292800_Flavonifractor_plautii__k141_30703	7487	22213	Flavonifractor	Flavonifractor plautii
B9_6_months	k141_31263_phage339_3_18376_19_0.81	18373	B9_6_months__54005_Peptoniphilus_harei__k141_31263	4	18376	Peptoniphilus	Peptoniphilus harei
B9_6_months	k141_32544	12804	B9_6_months__249061_uncultured_Actinomyces_sp.__k141_32544	1	12804	Actinomyces	uncultured Actinomyces sp.
B9_6_months	k141_32566_phage54_80342_99675_20_0.6	19334	B9_6_months__1547_Erysipelatoclostridium_ramosum__k141_32566	80343	99676	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B9_6_months	k141_33090	18974	B9_6_months__823_Parabacteroides_distasonis__k141_33090	1	18974	Parabacteroides	Parabacteroides distasonis
B9_6_months	k141_33206_1_checkv_50492-96551/434470	46060	B9_6_months__823_Parabacteroides_distasonis__k141_33206	50492	96551	Parabacteroides	Parabacteroides distasonis
B9_6_months	k141_34249	34344	B9_6_months__35833_Bilophila_wadsworthia__k141_34249	1	34344	Bilophila	Bilophila wadsworthia
B9_6_months	k141_36143	46122	B9_6_months__818_Bacteroides_thetaiotaomicron__k141_36143	1	46122	Bacteroides	Bacteroides thetaiotaomicron
B9_6_months	k141_36186	10555	B9_6_months__818_Bacteroides_thetaiotaomicron__k141_36186	1	10555	Bacteroides	Bacteroides thetaiotaomicron
B9_6_months	k141_36757_1_checkv_48459-71536/91303	23078	B9_6_months__35833_Bilophila_wadsworthia__k141_36757	48459	71536	Bilophila	Bilophila wadsworthia
B9_6_months	k141_39691_phage12_1_17047_17_0.73	17047	B9_6_months__54005_Peptoniphilus_harei__k141_39691	2	17048	Peptoniphilus	Peptoniphilus harei
B9_6_months	k141_39769	12088	B9_6_months__68891_Streptococcus_peroris__k141_39769	1	12088	Streptococcus	Streptococcus peroris
B9_6_months	k141_40816	17491	B9_6_months__216816_Bifidobacterium_longum__k141_40816	1	17491	Bifidobacterium	Bifidobacterium longum
B9_6_months	k141_41047_phage391_122_22286_32_0.61	22165	B9_6_months__1547_Erysipelatoclostridium_ramosum__k141_41047	123	22287	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B9_6_months	k141_41217_phage421_41_28679_25_0.8	28639	B9_6_months__54005_Peptoniphilus_harei__k141_41217	42	28680	Peptoniphilus	Peptoniphilus harei
B9_6_months	k141_41551	30010	B9_6_months__1351_Enterococcus_faecalis__k141_41551	1	30010	Enterococcus	Enterococcus faecalis
B9_6_months	k141_42151	20907	B9_6_months__823_Parabacteroides_distasonis__k141_42151	1	20907	Parabacteroides	Parabacteroides distasonis
B9_6_months	k141_4239_phage477_87693_99697_12_0.66	12005	B9_6_months__1547_Erysipelatoclostridium_ramosum__k141_4239	87694	99698	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B9_6_months	k141_42844	15828	B9_6_months__68891_Streptococcus_peroris__k141_42844	1	15828	Streptococcus	Streptococcus peroris
B9_6_months	k141_42979	21002	B9_6_months__1351_Enterococcus_faecalis__k141_42979	1	21002	Enterococcus	Enterococcus faecalis
B9_6_months	k141_4420	23947	B9_6_months__292800_Flavonifractor_plautii__k141_4420	1	23947	Flavonifractor	Flavonifractor plautii
B9_6_months	k141_44785	125769	B9_6_months__823_Parabacteroides_distasonis__k141_44785	1	125769	Parabacteroides	Parabacteroides distasonis
B9_6_months	k141_45154_1_checkv_101779-132201/134470	30423	B9_6_months__105841_Anaerostipes_caccae__k141_45154	101779	132201	Anaerostipes	Anaerostipes caccae
B9_6_months	k141_45463	10177	B9_6_months__292800_Flavonifractor_plautii__k141_45463	1	10177	Flavonifractor	Flavonifractor plautii
B9_6_months	k141_46278_1_checkv_14689-29574/46014	14886	B9_6_months__292800_Flavonifractor_plautii__k141_46278	14689	29574	Flavonifractor	Flavonifractor plautii
B9_6_months	k141_47371	17607	B9_6_months__39777_Veillonella_atypica__k141_47371	1	17607	Veillonella	Veillonella atypica
B9_6_months	k141_48265_1_checkv_204303-242422/252660	38120	B9_6_months__573_Klebsiella_pneumoniae__k141_48265	204303	242422	Klebsiella	Klebsiella pneumoniae
B9_6_months	k141_48390	13290	B9_6_months__818_Bacteroides_thetaiotaomicron__k141_48390	1	13290	Bacteroides	Bacteroides thetaiotaomicron
B9_6_months	k141_531	22681	B9_6_months__292800_Flavonifractor_plautii__k141_531	1	22681	Flavonifractor	Flavonifractor plautii
B9_6_months	k141_5576	42496	B9_6_months__35833_Bilophila_wadsworthia__k141_5576	1	42496	Bilophila	Bilophila wadsworthia
B9_6_months	k141_6422_phage215_24954_41632_13_0.58	16679	B9_6_months__1547_Erysipelatoclostridium_ramosum__k141_6422	24955	41633	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B9_6_months	k141_670	25246	B9_6_months__35833_Bilophila_wadsworthia__k141_670	1	25246	Bilophila	Bilophila wadsworthia
B9_6_months	k141_798_1_checkv_35617-56304/56304	20688	B9_6_months__105841_Anaerostipes_caccae__k141_798	35617	56304	Anaerostipes	Anaerostipes caccae
B9_6_months	k141_8664_phage208_243_17332_18_0.72	17090	B9_6_months__54005_Peptoniphilus_harei__k141_8664	244	17333	Peptoniphilus	Peptoniphilus harei
B10_6_months	k141_10565_1_checkv_28674-66656/174144	37983	B10_6_months__1351_Enterococcus_faecalis__k141_10565	28674	66656	Enterococcus	Enterococcus faecalis
B10_6_months	k141_11392	57754	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_11392	1	57754	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_11581_phage500_2_18457_16_0.78	18456	B10_6_months__137838_Clostridium_neonatale__k141_11581	3	18458	Clostridium	Clostridium neonatale
B10_6_months	k141_11756_phage50_7401_44854_39_0.6	37454	B10_6_months__47678_Bacteroides_caccae__k141_11756	7402	44855	Bacteroides	Bacteroides caccae
B10_6_months	k141_12680_1_checkv_1-56879/59700	56879	B10_6_months__48296_Acinetobacter_pittii__k141_12680	1	56879	Acinetobacter	Acinetobacter pittii
B10_6_months	k141_13275_phage412_1_15093_20_0.6	15093	B10_6_months__573_Klebsiella_pneumoniae__k141_13275	2	15094	Klebsiella	Klebsiella pneumoniae
B10_6_months	k141_13473	10702	B10_6_months__545_Citrobacter_koseri__k141_13473	1	10702	Citrobacter	Citrobacter koseri
B10_6_months	k141_14213_phage86_25413_36806_13_0.69	11394	B10_6_months__47678_Bacteroides_caccae__k141_14213	25414	36807	Bacteroides	Bacteroides caccae
B10_6_months	k141_14219_1_checkv_30715-86301/92628	55587	B10_6_months__545_Citrobacter_koseri__k141_14219	30715	86301	Citrobacter	Citrobacter koseri
B10_6_months	k141_14383_phage124_55035_79948_23_0.71	24914	B10_6_months__33038_[Ruminococcus]_gnavus__k141_14383	55036	79949	Mediterraneibacter	[Ruminococcus] gnavus
B10_6_months	k141_14698_phage245_297_22126_17_0.74	21830	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_14698	298	22127	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_14698_phage246_22641_37374_15_0.53	14734	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_14698	22642	37375	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_14698_phage247_45586_64036_23_0.58	18451	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_14698	45587	64037	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_15249_1_checkv_15989-26159/26159	10171	B10_6_months__83427_uncultured_Streptococcus_sp.__k141_15249	15989	26159	Streptococcus	uncultured Streptococcus sp.
B10_6_months	k141_15510_phage422_80029_106219_22_0.72	26191	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_15510	80030	106220	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_15827	47451	B10_6_months__47678_Bacteroides_caccae__k141_15827	1	47451	Bacteroides	Bacteroides caccae
B10_6_months	k141_1623_phage301_48301_70676_23_0.76	22376	B10_6_months__137838_Clostridium_neonatale__k141_1623	48302	70677	Clostridium	Clostridium neonatale
B10_6_months	k141_16988	45169	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_16988	1	45169	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_17188_phage249_2401_13779_14_0.74	11379	B10_6_months__137838_Clostridium_neonatale__k141_17188	2402	13780	Clostridium	Clostridium neonatale
B10_6_months	k141_1732_phage326_1_35920_47_0.69	35920	B10_6_months__137838_Clostridium_neonatale__k141_1732	2	35921	Clostridium	Clostridium neonatale
B10_6_months	k141_17544_phage354_2_14442_12_0.55	14441	B10_6_months__137838_Clostridium_neonatale__k141_17544	3	14443	Clostridium	Clostridium neonatale
B10_6_months	k141_17687	26329	B10_6_months__59620_uncultured_Clostridium_sp.__k141_17687	1	26329	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_17870_phage426_213_32283_36_0.69	32071	B10_6_months__137838_Clostridium_neonatale__k141_17870	214	32284	Clostridium	Clostridium neonatale
B10_6_months	k141_17944	26591	B10_6_months__59620_uncultured_Clostridium_sp.__k141_17944	1	26591	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_18396_phage517_2_11653_15_0.68	11652	B10_6_months__1351_Enterococcus_faecalis__k141_18396	3	11654	Enterococcus	Enterococcus faecalis
B10_6_months	k141_18671_phage75_83249_102421_20_0.56	19173	B10_6_months__137838_Clostridium_neonatale__k141_18671	83250	102422	Clostridium	Clostridium neonatale
B10_6_months	k141_18734_phage81_12217_30796_20_0.76	18580	B10_6_months__47678_Bacteroides_caccae__k141_18734	12218	30797	Bacteroides	Bacteroides caccae
B10_6_months	k141_18817	11924	B10_6_months__573_Klebsiella_pneumoniae__k141_18817	1	11924	Klebsiella	Klebsiella pneumoniae
B10_6_months	k141_20138	27218	B10_6_months__48296_Acinetobacter_pittii__k141_20138	1	27218	Acinetobacter	Acinetobacter pittii
B10_6_months	k141_21036_phage52_7224_21504_15_0.72	14281	B10_6_months__137838_Clostridium_neonatale__k141_21036	7225	21505	Clostridium	Clostridium neonatale
B10_6_months	k141_21052	25576	B10_6_months__33038_[Ruminococcus]_gnavus__k141_21052	1	25576	Mediterraneibacter	[Ruminococcus] gnavus
B10_6_months	k141_21123	13115	B10_6_months__83427_uncultured_Streptococcus_sp.__k141_21123	1	13115	Streptococcus	uncultured Streptococcus sp.
B10_6_months	k141_23828_phage151_4643_16999_18_0.54	12357	B10_6_months__59620_uncultured_Clostridium_sp.__k141_23828	4644	17000	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_2404_1_checkv_82659-130626/130626	47968	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_2404	82659	130626	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_24093_phage261_9016_27337_16_0.6	18322	B10_6_months__137838_Clostridium_neonatale__k141_24093	9017	27338	Clostridium	Clostridium neonatale
B10_6_months	k141_24189_phage283_1_16951_14_0.72	16951	B10_6_months__47678_Bacteroides_caccae__k141_24189	2	16952	Bacteroides	Bacteroides caccae
B10_6_months	k141_24355_phage351_7923_24524_15_0.73	16602	B10_6_months__137838_Clostridium_neonatale__k141_24355	7924	24525	Clostridium	Clostridium neonatale
B10_6_months	k141_24757_phage446_44977_58816_14_0.57	13840	B10_6_months__1547_Erysipelatoclostridium_ramosum__k141_24757	44978	58817	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B10_6_months	k141_25043_phage490_21350_37107_21_0.83	15758	B10_6_months__435842_Streptococcus_sp._C150__k141_25043	21351	37108	Streptococcus	Streptococcus sp. C150
B10_6_months	k141_25253	41143	B10_6_months__48296_Acinetobacter_pittii__k141_25253	1	41143	Acinetobacter	Acinetobacter pittii
B10_6_months	k141_25289	18235	B10_6_months__29466_Veillonella_parvula__k141_25289	1	18235	Veillonella	Veillonella parvula
B10_6_months	k141_25495	36202	B10_6_months__573_Klebsiella_pneumoniae__k141_25495	1	36202	Klebsiella	Klebsiella pneumoniae
B10_6_months	k141_25562	72846	B10_6_months__545_Citrobacter_koseri__k141_25562	1	72846	Citrobacter	Citrobacter koseri
B10_6_months	k141_25586	57314	B10_6_months__47678_Bacteroides_caccae__k141_25586	1	57314	Bacteroides	Bacteroides caccae
B10_6_months	k141_26031_1_checkv_177585-202586/202586	25002	B10_6_months__47678_Bacteroides_caccae__k141_26031	177585	202586	Bacteroides	Bacteroides caccae
B10_6_months	k141_26122_phage170_8280_22090_12_0.77	13811	B10_6_months__137838_Clostridium_neonatale__k141_26122	8281	22091	Clostridium	Clostridium neonatale
B10_6_months	k141_26122_phage171_23909_35352_15_0.72	11443	B10_6_months__137838_Clostridium_neonatale__k141_26122	23910	35352	Clostridium	Clostridium neonatale
B10_6_months	k141_26216_phage185_1_20126_22_0.77	20126	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_26216	2	20127	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_27323_phage376_36870_65795_30_0.69	28926	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_27323	36871	65796	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_28776_phage189_49994_63853_13_0.66	13860	B10_6_months__137838_Clostridium_neonatale__k141_28776	49995	63854	Clostridium	Clostridium neonatale
B10_6_months	k141_28999	22717	B10_6_months__83427_uncultured_Streptococcus_sp.__k141_28999	1	22717	Streptococcus	uncultured Streptococcus sp.
B10_6_months	k141_29017	22178	B10_6_months__137838_Clostridium_neonatale__k141_29017	1	22178	Clostridium	Clostridium neonatale
B10_6_months	k141_29741	13091	B10_6_months__59620_uncultured_Clostridium_sp.__k141_29741	1	13091	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_2974_phage231_110519_129927_26_0.61	19409	B10_6_months__1547_Erysipelatoclostridium_ramosum__k141_2974	110520	129928	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B10_6_months	k141_29972_1_checkv_45663-81427/104367	35765	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_29972	45663	81427	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_30079_phage451_69896_84605_14_0.72	14710	B10_6_months__47678_Bacteroides_caccae__k141_30079	69897	84606	Bacteroides	Bacteroides caccae
B10_6_months	k141_30815	18771	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_30815	1	18771	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_30985_phage210_3_30320_28_0.73	30318	B10_6_months__137838_Clostridium_neonatale__k141_30985	4	30321	Clostridium	Clostridium neonatale
B10_6_months	k141_31117	20310	B10_6_months__137838_Clostridium_neonatale__k141_31117	1	20310	Clostridium	Clostridium neonatale
B10_6_months	k141_3113_1_checkv_67836-110920/110920	43085	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_3113	67836	110920	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_31457_phage282_7179_52653_35_0.69	45475	B10_6_months__137838_Clostridium_neonatale__k141_31457	7180	52654	Clostridium	Clostridium neonatale
B10_6_months	k141_32051_phage405_11716_22182_12_0.77	10467	B10_6_months__137838_Clostridium_neonatale__k141_32051	11717	22183	Clostridium	Clostridium neonatale
B10_6_months	k141_32343	10032	B10_6_months__59620_uncultured_Clostridium_sp.__k141_32343	1	10032	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_32362_phage462_3_14288_25_0.87	14286	B10_6_months__137838_Clostridium_neonatale__k141_32362	4	14289	Clostridium	Clostridium neonatale
B10_6_months	k141_32588	11838	B10_6_months__48296_Acinetobacter_pittii__k141_32588	1	11838	Acinetobacter	Acinetobacter pittii
B10_6_months	k141_3264_phage297_11211_36820_32_0.81	25610	B10_6_months__137838_Clostridium_neonatale__k141_3264	11212	36821	Clostridium	Clostridium neonatale
B10_6_months	k141_32865_1_checkv_49336-245721/245721	196386	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_32865	49336	245721	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_32865_phage92_42809_74646_37_0.59	31838	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_32865	42810	74647	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_33011	62986	B10_6_months__573_Klebsiella_pneumoniae__k141_33011	1	62986	Klebsiella	Klebsiella pneumoniae
B10_6_months	k141_3308_phage323_45562_56059_19_0.59	10498	B10_6_months__59620_uncultured_Clostridium_sp.__k141_3308	45563	56060	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_3316_phage329_3_10761_15_0.69	10759	B10_6_months__59620_uncultured_Clostridium_sp.__k141_3316	4	10762	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_3316_phage330_21759_42930_35_0.69	21172	B10_6_months__59620_uncultured_Clostridium_sp.__k141_3316	21760	42931	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_34131_phage413_18282_31528_10_0.62	13247	B10_6_months__59620_uncultured_Clostridium_sp.__k141_34131	18283	31529	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_34930_phage21_3_18319_21_0.77	18317	B10_6_months__137838_Clostridium_neonatale__k141_34930	4	18320	Clostridium	Clostridium neonatale
B10_6_months	k141_34930_phage22_19041_38223_18_0.74	19183	B10_6_months__137838_Clostridium_neonatale__k141_34930	19042	38224	Clostridium	Clostridium neonatale
B10_6_months	k141_3504_1_checkv_6037-40443/80043	34407	B10_6_months__48296_Acinetobacter_pittii__k141_3504	6037	40443	Acinetobacter	Acinetobacter pittii
B10_6_months	k141_35069	12716	B10_6_months__33038_[Ruminococcus]_gnavus__k141_35069	1	12716	Mediterraneibacter	[Ruminococcus] gnavus
B10_6_months	k141_35803_phage255_173305_185156_11_0.73	11852	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_35803	173306	185157	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_36723_phage434_10043_25879_17_0.61	15837	B10_6_months__59620_uncultured_Clostridium_sp.__k141_36723	10044	25880	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_36820_phage454_3_12412_19_0.88	12410	B10_6_months__137838_Clostridium_neonatale__k141_36820	4	12413	Clostridium	Clostridium neonatale
B10_6_months	k141_378_phage43_51_30463_24_0.6	30413	B10_6_months__137838_Clostridium_neonatale__k141_378	52	30464	Clostridium	Clostridium neonatale
B10_6_months	k141_5035_phage95_57_23032_24_0.75	22976	B10_6_months__137838_Clostridium_neonatale__k141_5035	58	23033	Clostridium	Clostridium neonatale
B10_6_months	k141_5550_phage227_25566_57315_34_0.7	31750	B10_6_months__137838_Clostridium_neonatale__k141_5550	25567	57316	Clostridium	Clostridium neonatale
B10_6_months	k141_5855	24025	B10_6_months__59620_uncultured_Clostridium_sp.__k141_5855	1	24025	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_6030_1_checkv_98901-138189/164811	39289	B10_6_months__48296_Acinetobacter_pittii__k141_6030	98901	138189	Acinetobacter	Acinetobacter pittii
B10_6_months	k141_639_phage101_333_20214_15_0.62	19882	B10_6_months__1547_Erysipelatoclostridium_ramosum__k141_639	334	20215	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B10_6_months	k141_7020_phage5_149_24425_12_0.62	24277	B10_6_months__59620_uncultured_Clostridium_sp.__k141_7020	150	24426	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_7043_phage23_1_14356_13_0.89	14356	B10_6_months__137838_Clostridium_neonatale__k141_7043	2	14357	Clostridium	Clostridium neonatale
B10_6_months	k141_7382	10302	B10_6_months__59620_uncultured_Clostridium_sp.__k141_7382	1	10302	Clostridium	uncultured Clostridium sp.
B10_6_months	k141_7523	18310	B10_6_months__573_Klebsiella_pneumoniae__k141_7523	1	18310	Klebsiella	Klebsiella pneumoniae
B10_6_months	k141_8413	21129	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_8413	1	21129	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_8564_phage416_32994_51065_18_0.6	18072	B10_6_months__818_Bacteroides_thetaiotaomicron__k141_8564	32995	51066	Bacteroides	Bacteroides thetaiotaomicron
B10_6_months	k141_9144_phage484_475_32492_26_0.74	32018	B10_6_months__137838_Clostridium_neonatale__k141_9144	476	32493	Clostridium	Clostridium neonatale
B10_6_months	k141_9278	38244	B10_6_months__48296_Acinetobacter_pittii__k141_9278	1	38244	Acinetobacter	Acinetobacter pittii
B10_6_months	k141_9293_1_checkv_21632-54233/104317	32602	B10_6_months__545_Citrobacter_koseri__k141_9293	21632	54233	Citrobacter	Citrobacter koseri
B10_6_months	k141_9380	11240	B10_6_months__292800_Flavonifractor_plautii__k141_9380	1	11240	Flavonifractor	Flavonifractor plautii
B10_6_months	k141_9733	36613	B10_6_months__83427_uncultured_Streptococcus_sp.__k141_9733	1	36613	Streptococcus	uncultured Streptococcus sp.
B10_6_months	k141_9950_1_checkv_12779-47982/47982	35204	B10_6_months__48296_Acinetobacter_pittii__k141_9950	12779	47982	Acinetobacter	Acinetobacter pittii
B11_12_months	k141_100567	13860	B11_12_months__292800_Flavonifractor_plautii__k141_100567	1	13860	Flavonifractor	Flavonifractor plautii
B11_12_months	k141_102777	14331	B11_12_months__518634_Bifidobacterium_breve__k141_102777	1	14331	Bifidobacterium	Bifidobacterium breve
B11_12_months	k141_10359_phage360_36_12382_10_0.64	12347	B11_12_months__1262780_Clostridium_sp._CAG:221__k141_10359	37	12383	Clostridium	Clostridium sp. CAG:221
B11_12_months	k141_103822_1_checkv_1-32413/35053	32413	B11_12_months__1318_Streptococcus_parasanguinis__k141_103822	1	32413	Streptococcus	Streptococcus parasanguinis
B11_12_months	k141_103895_1_checkv_16355-29373/42506	13019	B11_12_months__292800_Flavonifractor_plautii__k141_103895	16355	29373	Flavonifractor	Flavonifractor plautii
B11_12_months	k141_104491_phage585_309_13514_14_0.65	13206	B11_12_months__1262780_Clostridium_sp._CAG:221__k141_104491	310	13515	Clostridium	Clostridium sp. CAG:221
B11_12_months	k141_104648_phage600_13252_24705_12_0.58	11454	B11_12_months__1262780_Clostridium_sp._CAG:221__k141_104648	13253	24706	Clostridium	Clostridium sp. CAG:221
B11_12_months	k141_104648_phage601_33626_44766_13_0.79	11141	B11_12_months__1262780_Clostridium_sp._CAG:221__k141_104648	33627	44767	Clostridium	Clostridium sp. CAG:221
B11_12_months	k141_105876_1_checkv_1-17556/25169	17556	B11_12_months__39778_Veillonella_dispar__k141_105876	1	17556	Veillonella	Veillonella dispar
B11_12_months	k141_10867_phage407_5747_19396_13_0.6	13650	B11_12_months__706562_Lactobacillus_rogosae__k141_10867	5748	19397	Lactobacillus	Lactobacillus rogosae
B11_12_months	k141_10919_phage422_1_12768_11_0.66	12768	B11_12_months__1262780_Clostridium_sp._CAG:221__k141_10919	2	12769	Clostridium	Clostridium sp. CAG:221
B11_12_months	k141_112332_phage627_88263_109565_12_0.56	21303	B11_12_months__706562_Lactobacillus_rogosae__k141_112332	88264	109566	Lactobacillus	Lactobacillus rogosae
B11_12_months	k141_113263_1_checkv_23186-62023/221245	38838	B11_12_months__371601_Bacteroides_xylanisolvens__k141_113263	23186	62023	Bacteroides	Bacteroides xylanisolvens
B11_12_months	k141_113510_1_checkv_46904-110610/268640	63707	B11_12_months__853_Faecalibacterium_prausnitzii__k141_113510	46904	110610	Faecalibacterium	Faecalibacterium prausnitzii
B11_12_months	k141_115999	15833	B11_12_months__216816_Bifidobacterium_longum__k141_115999	1	15833	Bifidobacterium	Bifidobacterium longum
B11_12_months	k141_117897_phage526_59257_84570_20_0.61	25314	B11_12_months__706562_Lactobacillus_rogosae__k141_117897	59258	84571	Lactobacillus	Lactobacillus rogosae
B11_12_months	k141_117897_phage527_117092_133182_16_0.59	16091	B11_12_months__706562_Lactobacillus_rogosae__k141_117897	117093	133183	Lactobacillus	Lactobacillus rogosae
B11_12_months	k141_119645_1_checkv_27307-48593/82161	21287	B11_12_months__1547_Erysipelatoclostridium_ramosum__k141_119645	27307	48593	Erysipelatoclostridium	Erysipelatoclostridium ramosum
B11_12_months	k141_120455	31070	B11_12_months__418240_Blautia_wexlerae__k141_120455	1	31070	Blautia	Blautia wexlerae
